PortfolioCode,Date,AllocationType,Position,Weight
IMPQ-AU,30-Jun-17,Tactical,SDF-AU,4.11
IMPQ-AU,30-Jun-17,Tactical,IDX-AU,3.97
IMPQ-AU,30-Jun-17,Tactical,CNU-AU,3.92
IMPQ-AU,30-Jun-17,Tactical,IMM-AU,3.68
IMPQ-AU,30-Jun-17,Tactical,ARF-AU,3.66
IMPQ-AU,30-Jun-17,Tactical,GEM-AU,3.64
IMPQ-AU,30-Jun-17,Tactical,NHF-AU,3.59
IMPQ-AU,30-Jun-17,Tactical,TLX-AU,3.51
IMPQ-AU,30-Jun-17,Tactical,CXL-AU,2.92
IMPQ-AU,30-Jun-17,Tactical,EQT-AU,2.92
IMPQ-AU,30-Jun-17,Tactical,PXA-AU,2.88
IMPQ-AU,30-Jun-17,Tactical,SIQ-AU,2.82
IMPQ-AU,30-Jun-17,Tactical,IPH-AU,2.75
IMPQ-AU,30-Jun-17,Tactical,SPK-AU,2.64
IMPQ-AU,30-Jun-17,Tactical,PPT-AU,2.63
IMPQ-AU,30-Jun-17,Tactical,BEN-AU,2.22
IMPQ-AU,30-Jun-17,Tactical,CHC-AU,2.08
IMPQ-AU,30-Jun-17,Tactical,AEF-AU,1.89
IMPQ-AU,30-Jun-17,Tactical,KMD-AU,1.8
IMPQ-AU,30-Jun-17,Tactical,HCW-AU,1.48
IMPQ-AU,30-Jun-17,Tactical,APM-AU,1.44
IMPQ-AU,30-Jun-17,Tactical,CQE-AU,1.42
IMPQ-AU,30-Jun-17,Tactical,3PL-AU,1.34
IMPQ-AU,30-Jun-17,Tactical,A4N-AU,1.28
IMPQ-AU,30-Jun-17,Tactical,IEL-AU,1.27
IMPQ-AU,30-Jun-17,Tactical,NEU-AU,1.22
IMPQ-AU,30-Jun-17,Tactical,IPD-AU,1.15
IMPQ-AU,30-Jun-17,Tactical,JAN-AU,1.12
IMPQ-AU,30-Jun-17,Tactical,NWL-AU,1.09
IMPQ-AU,30-Jun-17,Tactical,PNV-AU,1.07
IMPQ-AU,30-Jun-17,Tactical,FPH-AU,0.97
IMPQ-AU,30-Jun-17,Tactical,RMD-AU,0.87
IMPQ-AU,30-Jun-17,Tactical,IRE-AU,0.84
IMPQ-AU,30-Jun-17,Tactical,NAN-AU,0.82
IMPQ-AU,30-Jun-17,Tactical,GSS-AU,0.78
IMPQ-AU,30-Jun-17,Tactical,4DX-AU,0.66
IMPQ-AU,30-Jun-17,Tactical,MX1-AU,0.58
IMPQ-AU,30-Jun-17,Tactical,COH-AU,0.52
IMPQ-AU,30-Jun-17,Tactical,OPT-AU,0.49
IMPQ-AU,30-Jun-17,Tactical,NXS-AU,0.26
IMPQ-AU,30-Jun-17,Tactical,CSX-AU,0.22
A200-AU,30-Jun-17,Objective,IOZ-AU,100
A200-AU,30-Jun-17,Peer,ATCHBM00011,100
A200-AU,30-Jun-17,Reference,IOZ-AU,100
A200-AU,30-Jun-17,Strategic,IOZ-AU,100
A200-AU,30-Jun-17,Tactical,BHP-AU,10.37
A200-AU,30-Jun-17,Tactical,CBA-AU,7.93
A200-AU,30-Jun-17,Tactical,CSL-AU,6
A200-AU,30-Jun-17,Tactical,NAB-AU,4.13
A200-AU,30-Jun-17,Tactical,WBC-AU,3.53
A200-AU,30-Jun-17,Tactical,ANZ-AU,3.45
A200-AU,30-Jun-17,Tactical,WDS-AU,3.38
A200-AU,30-Jun-17,Tactical,MQG-AU,2.95
A200-AU,30-Jun-17,Tactical,WES-AU,2.73
A200-AU,30-Jun-17,Tactical,TLS-AU,2.19
A200-AU,30-Jun-17,Tactical,WOW-AU,2.15
A200-AU,30-Jun-17,Tactical,TCL-AU,1.9
A200-AU,30-Jun-17,Tactical,RIO-AU,1.89
A200-AU,30-Jun-17,Tactical,GMG-AU,1.82
A200-AU,30-Jun-17,Tactical,FMG-AU,1.67
A200-AU,30-Jun-17,Tactical,ALL-AU,1.24
A200-AU,30-Jun-17,Tactical,STO-AU,1.2
A200-AU,30-Jun-17,Tactical,NEM-AU,1.07
A200-AU,30-Jun-17,Tactical,QBE-AU,1.02
A200-AU,30-Jun-17,Tactical,COL-AU,1.01
A200-AU,30-Jun-17,Tactical,BXB-AU,0.92
A200-AU,30-Jun-17,Tactical,JHX-AU,0.92
A200-AU,30-Jun-17,Tactical,COH-AU,0.82
A200-AU,30-Jun-17,Tactical,XRO-AU,0.79
A200-AU,30-Jun-17,Tactical,SUN-AU,0.78
A200-AU,30-Jun-17,Tactical,S32-AU,0.75
A200-AU,30-Jun-17,Tactical,SHL-AU,0.71
A200-AU,30-Jun-17,Tactical,ORG-AU,0.7
A200-AU,30-Jun-17,Tactical,CPU-AU,0.67
A200-AU,30-Jun-17,Tactical,SCG-AU,0.67
A200-AU,30-Jun-17,Tactical,IAG-AU,0.66
A200-AU,30-Jun-17,Tactical,BILL-AU,0.63
A200-AU,30-Jun-17,Tactical,NST-AU,0.61
A200-AU,30-Jun-17,Tactical,WTC-AU,0.59
A200-AU,30-Jun-17,Tactical,PLS-AU,0.58
A200-AU,30-Jun-17,Tactical,QAN-AU,0.53
A200-AU,30-Jun-17,Tactical,MIN-AU,0.53
A200-AU,30-Jun-17,Tactical,TLC-AU,0.53
A200-AU,30-Jun-17,Tactical,ASX-AU,0.52
A200-AU,30-Jun-17,Tactical,CAR-AU,0.49
A200-AU,30-Jun-17,Tactical,APA-AU,0.48
A200-AU,30-Jun-17,Tactical,SGP-AU,0.47
A200-AU,30-Jun-17,Tactical,RMD-AU,0.47
A200-AU,30-Jun-17,Tactical,MPL-AU,0.46
A200-AU,30-Jun-17,Tactical,BSL-AU,0.45
A200-AU,30-Jun-17,Tactical,MGR-AU,0.44
A200-AU,30-Jun-17,Tactical,RHC-AU,0.43
A200-AU,30-Jun-17,Tactical,AMC-AU,0.42
A200-AU,30-Jun-17,Tactical,IGO-AU,0.41
A200-AU,30-Jun-17,Tactical,TWE-AU,0.4
A200-AU,30-Jun-17,Tactical,AKE-AU,0.39
A200-AU,30-Jun-17,Tactical,REA-AU,0.39
A200-AU,30-Jun-17,Tactical,SEK-AU,0.39
A200-AU,30-Jun-17,Tactical,DXS-AU,0.39
A200-AU,30-Jun-17,Tactical,ALD-AU,0.38
A200-AU,30-Jun-17,Tactical,SOL-AU,0.37
A200-AU,30-Jun-17,Tactical,GPT-AU,0.37
A200-AU,30-Jun-17,Tactical,EDV-AU,0.35
A200-AU,30-Jun-17,Tactical,ALX-AU,0.35
A200-AU,30-Jun-17,Tactical,NXT-AU,0.33
A200-AU,30-Jun-17,Tactical,VCX-AU,0.33
A200-AU,30-Jun-17,Tactical,ORI-AU,0.32
A200-AU,30-Jun-17,Tactical,AZJ-AU,0.32
A200-AU,30-Jun-17,Tactical,AGL-AU,0.31
A200-AU,30-Jun-17,Tactical,LYC-AU,0.31
A200-AU,30-Jun-17,Tactical,EVN-AU,0.3
A200-AU,30-Jun-17,Tactical,WOR-AU,0.3
A200-AU,30-Jun-17,Tactical,ALU-AU,0.28
A200-AU,30-Jun-17,Tactical,SDF-AU,0.27
A200-AU,30-Jun-17,Tactical,CWY-AU,0.27
A200-AU,30-Jun-17,Tactical,WHC-AU,0.27
A200-AU,30-Jun-17,Tactical,IPL-AU,0.27
A200-AU,30-Jun-17,Tactical,IEL-AU,0.26
A200-AU,30-Jun-17,Tactical,ALQ-AU,0.25
A200-AU,30-Jun-17,Tactical,QUB-AU,0.25
A200-AU,30-Jun-17,Tactical,BEN-AU,0.25
A200-AU,30-Jun-17,Tactical,LLC-AU,0.25
A200-AU,30-Jun-17,Tactical,LTR-AU,0.24
A200-AU,30-Jun-17,Tactical,CHC-AU,0.23
A200-AU,30-Jun-17,Tactical,JBH-AU,0.23
A200-AU,30-Jun-17,Tactical,SVW-AU,0.2
A200-AU,30-Jun-17,Tactical,REH-AU,0.2
A200-AU,30-Jun-17,Tactical,TNE-AU,0.2
A200-AU,30-Jun-17,Tactical,CGF-AU,0.19
A200-AU,30-Jun-17,Tactical,NHF-AU,0.18
A200-AU,30-Jun-17,Tactical,BOQ-AU,0.18
A200-AU,30-Jun-17,Tactical,VUK-AU,0.18
A200-AU,30-Jun-17,Tactical,FLT-AU,0.17
A200-AU,30-Jun-17,Tactical,PME-AU,0.17
A200-AU,30-Jun-17,Tactical,AMP-AU,0.17
A200-AU,30-Jun-17,Tactical,MTS-AU,0.17
A200-AU,30-Jun-17,Tactical,A2M-AU,0.16
A200-AU,30-Jun-17,Tactical,DMP-AU,0.16
A200-AU,30-Jun-17,Tactical,ILU-AU,0.16
A200-AU,30-Jun-17,Tactical,FPH-AU,0.16
A200-AU,30-Jun-17,Tactical,CNU-AU,0.15
A200-AU,30-Jun-17,Tactical,RWC-AU,0.15
A200-AU,30-Jun-17,Tactical,ORA-AU,0.14
A200-AU,30-Jun-17,Tactical,ANN-AU,0.14
A200-AU,30-Jun-17,Tactical,NHC-AU,0.14
A200-AU,30-Jun-17,Tactical,NEC-AU,0.14
A200-AU,30-Jun-17,Tactical,SFR-AU,0.13
A200-AU,30-Jun-17,Tactical,WEB-AU,0.13
A200-AU,30-Jun-17,Tactical,CSR-AU,0.13
A200-AU,30-Jun-17,Tactical,NSR-AU,0.13
A200-AU,30-Jun-17,Tactical,DOW-AU,0.13
A200-AU,30-Jun-17,Tactical,AUB-AU,0.13
A200-AU,30-Jun-17,Tactical,AWC-AU,0.12
A200-AU,30-Jun-17,Tactical,ARB-AU,0.12
A200-AU,30-Jun-17,Tactical,TLX-AU,0.12
A200-AU,30-Jun-17,Tactical,PMV-AU,0.12
A200-AU,30-Jun-17,Tactical,SQ2-AU,0.12
A200-AU,30-Jun-17,Tactical,HUB-AU,0.12
A200-AU,30-Jun-17,Tactical,RGN-AU,0.12
A200-AU,30-Jun-17,Tactical,HVN-AU,0.12
A200-AU,30-Jun-17,Tactical,BRG-AU,0.12
A200-AU,30-Jun-17,Tactical,APE-AU,0.11
A200-AU,30-Jun-17,Tactical,BPT-AU,0.11
A200-AU,30-Jun-17,Tactical,PRU-AU,0.11
A200-AU,30-Jun-17,Tactical,CTD-AU,0.11
A200-AU,30-Jun-17,Tactical,SGM-AU,0.11
A200-AU,30-Jun-17,Tactical,PPT-AU,0.11
A200-AU,30-Jun-17,Tactical,TPG-AU,0.11
A200-AU,30-Jun-17,Tactical,TAH-AU,0.11
A200-AU,30-Jun-17,Tactical,BKW-AU,0.11
A200-AU,30-Jun-17,Tactical,CLW-AU,0.11
A200-AU,30-Jun-17,Tactical,PDN-AU,0.11
A200-AU,30-Jun-17,Tactical,CIA-AU,0.11
A200-AU,30-Jun-17,Tactical,BAP-AU,0.11
A200-AU,30-Jun-17,Tactical,VEA-AU,0.1
A200-AU,30-Jun-17,Tactical,SUL-AU,0.1
A200-AU,30-Jun-17,Tactical,DEG-AU,0.09
A200-AU,30-Jun-17,Tactical,NUF-AU,0.09
A200-AU,30-Jun-17,Tactical,HDN-AU,0.09
A200-AU,30-Jun-17,Tactical,DRR-AU,0.09
A200-AU,30-Jun-17,Tactical,MP1-AU,0.09
A200-AU,30-Jun-17,Tactical,IPH-AU,0.08
A200-AU,30-Jun-17,Tactical,GOR-AU,0.08
A200-AU,30-Jun-17,Tactical,GNC-AU,0.08
A200-AU,30-Jun-17,Tactical,360-AU,0.08
A200-AU,30-Jun-17,Tactical,CQR-AU,0.08
A200-AU,30-Jun-17,Tactical,BWP-AU,0.08
A200-AU,30-Jun-17,Tactical,BGL-AU,0.08
A200-AU,30-Jun-17,Tactical,AIA-AU,0.08
A200-AU,30-Jun-17,Tactical,IVC-AU,0.08
A200-AU,30-Jun-17,Tactical,CHN-AU,0.08
A200-AU,30-Jun-17,Tactical,IFL-AU,0.08
A200-AU,30-Jun-17,Tactical,WPR-AU,0.08
A200-AU,30-Jun-17,Tactical,GUD-AU,0.08
A200-AU,30-Jun-17,Tactical,BLD-AU,0.08
A200-AU,30-Jun-17,Tactical,CIP-AU,0.08
A200-AU,30-Jun-17,Tactical,LIC-AU,0.07
A200-AU,30-Jun-17,Tactical,NIC-AU,0.07
A200-AU,30-Jun-17,Tactical,PNI-AU,0.07
A200-AU,30-Jun-17,Tactical,CMM-AU,0.07
A200-AU,30-Jun-17,Tactical,VNT-AU,0.07
A200-AU,30-Jun-17,Tactical,HLS-AU,0.07
A200-AU,30-Jun-17,Tactical,INA-AU,0.07
A200-AU,30-Jun-17,Tactical,LOV-AU,0.07
A200-AU,30-Jun-17,Tactical,PXA-AU,0.07
A200-AU,30-Jun-17,Tactical,CGC-AU,0.07
A200-AU,30-Jun-17,Tactical,UMG-AU,0.07
A200-AU,30-Jun-17,Tactical,CCP-AU,0.06
A200-AU,30-Jun-17,Tactical,MND-AU,0.06
A200-AU,30-Jun-17,Tactical,KLS-AU,0.06
A200-AU,30-Jun-17,Tactical,CRN-AU,0.06
A200-AU,30-Jun-17,Tactical,MFG-AU,0.06
A200-AU,30-Jun-17,Tactical,SGR-AU,0.06
A200-AU,30-Jun-17,Tactical,ARF-AU,0.06
A200-AU,30-Jun-17,Tactical,EVT-AU,0.06
A200-AU,30-Jun-17,Tactical,ING-AU,0.06
A200-AU,30-Jun-17,Tactical,HMC-AU,0.06
A200-AU,30-Jun-17,Tactical,AVZ-AU,0.06
A200-AU,30-Jun-17,Tactical,IRE-AU,0.06
A200-AU,30-Jun-17,Tactical,KAR-AU,0.06
A200-AU,30-Jun-17,Tactical,NWL-AU,0.06
A200-AU,30-Jun-17,Tactical,NWH-AU,0.06
A200-AU,30-Jun-17,Tactical,RRL-AU,0.05
A200-AU,30-Jun-17,Tactical,NAN-AU,0.05
A200-AU,30-Jun-17,Tactical,FBU-AU,0.05
A200-AU,30-Jun-17,Tactical,NWS-AU,0.05
A200-AU,30-Jun-17,Tactical,SPK-AU,0.05
A200-AU,30-Jun-17,Tactical,CKF-AU,0.05
A200-AU,30-Jun-17,Tactical,ELD-AU,0.05
A200-AU,30-Jun-17,Tactical,PNV-AU,0.05
A200-AU,30-Jun-17,Tactical,JLG-AU,0.05
A200-AU,30-Jun-17,Tactical,CNI-AU,0.05
A200-AU,30-Jun-17,Tactical,SYA-AU,0.05
A200-AU,30-Jun-17,Tactical,BGA-AU,0.04
A200-AU,30-Jun-17,Tactical,DHG-AU,0.04
A200-AU,30-Jun-17,Tactical,CQE-AU,0.04
A200-AU,30-Jun-17,Tactical,WAF-AU,0.04
A200-AU,30-Jun-17,Tactical,SLR-AU,0.04
A200-AU,30-Jun-17,Tactical,CXO-AU,0.04
A200-AU,30-Jun-17,Tactical,GOZ-AU,0.03
A200-AU,30-Jun-17,Tactical,LNK-AU,0.03
A200-AU,30-Jun-17,Tactical,CMW-AU,0.03
A200-AU,30-Jun-17,Tactical,BRN-AU,0.02
A200-AU,30-Jun-17,Tactical,ASK-AU,0.02
A200-AU,30-Jun-17,Tactical,ABG-AU,0.02
A200-AU,30-Jun-17,Tactical,IMU-AU,0.02
A200-AU,30-Jun-17,Tactical,SYR-AU,0.02
A200-AU,30-Jun-17,Tactical,LKE-AU,0.02
A200-AU,30-Jun-17,Tactical,AUD,0
